商品名称,商品ID,评论内容,评论时间,评论人昵称,顾客会员等级,购物使用的平台
Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,很喜欢这个大红色，帮妹妹买的，她很喜欢！一直都是在京东自营店买电子产品，包括电器！,2018-02-10 09:29:22,祥***菁,金牌会员,来自京东iPhone客户端

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,宝贝质量不错，同事们都在用这个牌子，物流神速，当天基本到货，总体满意，必须好评。,2018-02-10 05:51:00,荣***6,钻石会员,来自京东Android客户端

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,很漂亮的红苹果,2018-02-10 01:50:06,刘***柏,PLUS会员,来自京东Android客户端

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,好,2018-02-09 22:49:36,L***g,钻石会员,来自京东iPhone客户端

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,还不行吧，颜色我也习惯，暂时没发现有什么问题,2018-02-09 20:45:54,w***4,金牌会员,来自京东Android客户端

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,操作流畅性：很好 也很快 很强 特棒 操作流畅， 收到货试用了一下，系统运行很流畅，应用程序响应速度也很快，真的很不错，就是图便宜才来买的。苹果的系统用习惯了。,2018-02-09 20:35:53,j***泊,PLUS会员,来自京东Android客户端

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,很好  会继续购买？！！！！,2018-02-09 20:28:54,j***o,PLUS会员,来自京东Android客户端

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,用了一点时间才来评价，是正品，红色绝版货，老婆喜欢就好,2018-02-09 15:07:17,老***3,PLUS会员,

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,怎么说呢，一直以来最信任京东的电子产品。虽然偶有谣言，但是我从来没碰见过！非常满意的一次购物！,2018-02-09 13:44:21,尕***亓,PLUS会员,来自京东Android客户端

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,正品，已验证，信赖京东,2018-02-09 10:50:15,j***v,金牌会员,来自京东iPhone客户端

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,苹果不用说了,2018-02-09 10:35:26,j***u,钻石会员,来自京东iPhone客户端

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,质量挺好的，用了几天没有出问题,2018-02-09 09:10:07,5***滨,钻石会员,来自京东iPhone客户端

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,宝贝质量不错，同事们都在用这个牌子，物流神速，当天基本到货，总体满意，必须好评。,2018-02-09 07:17:15,不***3,钻石会员,来自京东Android客户端

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,很喜庆的颜色，不错，屏幕灵活，分辨率很高,2018-02-08 20:13:32,j***2,钻石会员,来自京东Android客户端

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,很好，不错，运转很快，拍照清晰，值得拥有，,2018-02-08 18:14:23,K***1,钻石会员,来自京东iPhone客户端

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,活动时候入的，性价比高，好评,2018-02-08 16:41:49,1***a,钻石会员,来自京东Android客户端

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,好评,2018-02-08 15:07:51,我***热,金牌会员,来自京东iPhone客户端

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,什么玩意,2018-02-08 12:06:58,仔***h,金牌会员,来自京东iPhone客户端

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,质量有保证，送货及时，购买方便。,2018-02-08 09:47:21,沙***1,钻石会员,来自京东Android客户端

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,送给老婆的情人节礼物，本来在7P与8P之间犹豫了好久，考虑到7与8基本没什么差别，8P的玻璃机身感觉易碎，老婆使用手机本来就很随便，再加上苹果系列产品中，目前只有7P才独有的中国红，这款颜色抢了好久终于把它抢到手了，老婆很是喜欢。价格既然比8P还贵，好吧！谁叫老婆喜欢呢？,2018-02-08 08:42:04,欧***昭,PLUS会员,来自京东Android客户端

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,物品很好，已经用了一段时间了，好品质你值得拥有。,2018-02-07 23:52:08,j***s,PLUS会员,来自京东Android客户端

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,发货快，送货也很快，我很喜欢,2018-02-07 21:54:15,j***u,钻石会员,来自京东Android客户端

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,暂时未见有什么问题,2018-02-07 17:38:39,j***o,金牌会员,来自京东iPhone客户端

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,这个颜色，没谁了，太漂亮，过年送阿姨送老妈，绝配。,2018-02-07 16:44:42,移***9,PLUS会员,

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,正品，发货快，非常满意,2018-02-07 16:32:59,月***3,钻石会员,来自京东Android客户端

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,很好很不错的商品，下次再来！！！！,2018-02-07 15:54:12,冬***9,PLUS会员,来自微信购物

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,很满意这个价格很划算 超给力@！,2018-02-07 15:33:57,j***p,钻石会员,

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,包装太简陋！！！真不如国产的包装好,2018-02-07 15:01:18,j***s,金牌会员,来自京东Android客户端

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,已经用了快两个月了，手机挺好的，相信京东的品质。各方面都不错，选的红色，特别好。,2018-02-07 14:48:41,j***0,金牌会员,来自京东iPhone客户端

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,京东服务就是好，发货快，包装严密，是正品，没有色差，很漂亮，这个价位买到真心不错,2018-02-07 14:32:35,爱***2,钻石会员,来自京东Android客户端

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,续航比7好，然后颜色和想像的有点不一样。不过整体还算满意。,2018-02-07 13:55:59,星***玨,PLUS会员,来自京东iPhone客户端

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,手机是新机，未拆封过，在官网验证是正品，不卡，好用。,2018-02-07 13:43:00,会***仔,PLUS会员,

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,用了这几天了没出现异常，原装未拆封正品。,2018-02-07 13:28:12,j***鸣,钻石会员,

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,查了序列号，显示是正品，很满意,2018-02-07 13:22:44,文***动,PLUS会员,

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,发货速度蛮快的，质量不错，价格实惠，包装仔细满意,2018-02-07 09:54:32,兰***儿,钻石会员,

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,好评,2018-02-07 09:28:04,烟***1,钻石会员,

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,发货速度快，手机性能稳定，价格优惠，非常满意！,2018-02-07 09:22:47,刘***了,PLUS会员,来自手机QQ购物

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,品质有保证，物流速度快，快递态度好，支持京东！约来约好～,2018-02-07 09:20:06,J***J,PLUS会员,来自京东iPhone客户端

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,好，速度快,2018-02-07 08:58:55,j***i,金牌会员,来自京东iPhone客户端

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,好评,2018-02-07 08:37:14,w***2,钻石会员,

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,质量不错，是正品，没有开封。,2018-02-07 07:59:03,w***o,钻石会员,来自京东Android客户端

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,还行吧，是正品。颜色很骚。,2018-02-07 02:22:52,1***s,金牌会员,来自京东Android客户端

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,手机功能齐全，运行流畅，很好用。,2018-02-07 01:16:28,1***2,钻石会员,

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,好,2018-02-06 21:49:48,晗***油,钻石会员,来自京东Android客户端

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,自营店的东西100个放心，老妈用的很开心。,2018-02-06 20:38:28,邻***哥,PLUS会员,来自京东iPhone客户端

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,还行，还行，目前还没发现什么问题,2018-02-06 20:29:38,j***h,PLUS会员,来自京东Android客户端

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,物流给力，产品不错，外观好,2018-02-06 20:25:08,j***1,钻石会员,来自京东Android客户端

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,给妈咪买的用的，现在还没有什么问题，红色真是非常好看呢,2018-02-06 19:54:31,小***无,PLUS会员,来自京东iPhone客户端

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,给会员朋友购买的礼品，好评。快递速度快！有保障。,2018-02-06 18:44:12,实***趣,PLUS会员,来自京东Android客户端

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,服务蛮好的，京东总是这么贴心，质量很不错，很赞。,2018-02-06 17:04:26,9***3,钻石会员,来自京东Android客户端

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,发货快，做工不错，运行速度快，满意,2018-02-06 16:58:40,j***m,钻石会员,

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,话说比去年便宜多啦，机智如我，终于找到烟台地区有库存的,2018-02-06 16:34:17,p***0,PLUS会员,

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,嗯,2018-02-06 16:23:03,j***e,银牌会员,来自京东iPhone客户端

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,发货快，东西不错，是正品的，价格实惠，挺满意,2018-02-06 14:16:44,那***蓝,钻石会员,

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,商品送货无敌慢，居然送了5天，这还是京东吗？在京东买手机不就是图他快吗,2018-02-06 13:39:00,3***m,钻石会员,来自京东iPhone客户端

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,满意。就是⑥，,2018-02-06 12:15:56,j***4,PLUS会员,来自京东Android客户端

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,京东服务就是好，发货快，内存大，很漂亮，做工精细,2018-02-06 12:14:30,我***2,钻石会员,来自京东Android客户端

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,红色很喜欢。。。。。。。。。。。,2018-02-06 12:11:08,j***z,钻石会员,来自京东Android客户端

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,非常好，价格适中，手机很棒，很不错的购物体验,2018-02-06 10:56:23,炮***L,PLUS会员,

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,老婆很喜欢，还给她买了个屏幕膜，7plus性价比高,2018-02-06 10:50:45,l***y,钻石会员,来自京东iPhone客户端

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,五星,2018-02-06 10:12:31,A***x,PLUS会员,来自京东Android客户端

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,老婆很喜欢，红色很正很喜庆,2018-02-06 09:44:19,y***e,PLUS会员,来自京东iPhone客户端

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,此用户未及时评价，系统默认好评。,2018-02-06 09:41:31,龙***哉,PLUS会员,来自京东iPhone客户端

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,操作流畅性：很好 也很快 很强 特棒 操作流畅， 收到货试用了一下，系统运行很流畅，应用程序响应速度也很快，真的很不错，就是图便宜才来买的。苹果的系统用习惯了。价钱又这么合,2018-02-06 08:31:39,蓝***8,钻石会员,来自京东Android客户端

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,不是我的手机，看包装完好，很有分量,2018-02-06 01:04:38,丨***丨,PLUS会员,来自京东Android客户端

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,续航时间挺长的，外观设计挺好颜色相当好看,2018-02-06 00:38:05,现***6,金牌会员,来自京东iPhone客户端

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,值得推荐值得拥有，好的产品就是值得和大家一起分享嘛,2018-02-05 23:19:40,j***i,钻石会员,来自京东Android客户端

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,京东服务就是好，发货快，这个价位买到真心不错，比实体店便宜,2018-02-05 21:37:56,展***4,钻石会员,来自京东Android客户端

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,手机不错，还可以，红色喜庆，送货快，没毛病,2018-02-05 21:22:53,j***9,金牌会员,来自京东Android客户端

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,价格实惠，性价比高，，发货快，还是不错的,2018-02-05 21:12:16,木***悠,钻石会员,来自京东iPhone客户端

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,价格实惠，性价比高，，发货快，还是不错的,2018-02-05 21:07:19,车***0,钻石会员,来自京东iPhone客户端

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,很赞，颜色喜欢，大小也合适，速度杠杠的，发货很快满意,2018-02-05 20:58:02,二***枫,钻石会员,来自京东iPhone客户端

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,还不错，买给老公的。他很喜欢。是正品。关注这家店了？,2018-02-05 20:31:00,1***p,金牌会员,来自京东iPhone客户端

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,外国货，第一次买，最后一次用！希望以后不要打脸！,2018-02-05 19:43:14,我***7,PLUS会员,来自京东iPhone客户端

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,"为了刷白京东号，只能下裸单,不用券不抢购，大家小心黑号哟！",2018-02-05 18:34:06,j***r,钻石会员,来自京东iPhone客户端

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,好评,2018-02-05 16:48:15,妈***8,钻石会员,

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,款式漂亮，性价比高,2018-02-05 16:03:55,j***a,PLUS会员,来自京东Android客户端

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,是正品，没有开封，京东快递很快,2018-02-05 14:44:13,s***e,钻石会员,来自京东Android客户端

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,很不错的限量版大红很喜欢，绝对正品，一直相信京东自营，绝对放心靠谱安全可靠，128g更是没毛病，一直用的苹果绝对的太棒了！！！！！,2018-02-05 13:57:22,j***n,金牌会员,来自京东iPhone客户端

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,很不错?好用！正品,2018-02-05 13:51:06,爱***6,金牌会员,来自京东iPhone客户端

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,红色好看，快递给力，赞一个。,2018-02-05 12:58:55,P***h,企业会员,

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,"不错喜欢,过年就想买它,拍照也漂亮,嘻嘻嘻嘻&hellip;&hellip;&hellip;&hellip;",2018-02-05 12:34:10,雁***子,钻石会员,来自微信购物

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,就是耳机有点问题,2018-02-05 10:25:36,广清子了,金牌会员,来自微信购物

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,质量不错，没有开封，快递很快,2018-02-05 10:20:16,j***c,钻石会员,来自京东Android客户端

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,发货速度快，很满意，京东服务好！,2018-02-05 08:23:08,卫***月,钻石会员,来自京东Android客户端

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,手机性能稳定，价格也实惠红色很吉祥非常满意！！！！！！,2018-02-05 00:58:45,l***衣,钻石会员,来自京东Android客户端

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,老妈喜欢的红色，还亏了朋友帮忙才买到，不容易。,2018-02-04 22:42:58,火***凤,PLUS会员,来自京东Android客户端

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,一次很不愉快的网购，差评，差评差评，手机刚用一个月打电话就不显示接电话界面，打电话也有的时候打不出去，唉，退也退不了，换也换不了，唉,2018-02-04 22:34:56,jd_132612ecn,PLUS会员,来自京东Android客户端

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,宝贝质量不错，同事们都在用这个牌子，物流神速，当天基本到货，总体满意，必须好评。,2018-02-04 21:35:54,j***i,钻石会员,来自京东Android客户端

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,苹果还是那么好用，给媳妇买的。,2018-02-04 21:08:01,t***x,PLUS会员,来自京东iPhone客户端

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,很好很好非常好,2018-02-04 21:06:38,y***2,PLUS会员,来自京东Android客户端

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,很好非常好，我很喜欢,2018-02-04 20:57:05,j***j,PLUS会员,来自京东Android客户端

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,好看，打开看了，没有什么问题，特别好，媳妇也很喜欢,2018-02-04 20:45:13,1***5,钻石会员,来自京东iPhone客户端

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,是正品，没有开封，快递速度超快。,2018-02-04 20:31:06,h***0,钻石会员,来自京东Android客户端

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,用了一段时间了，京东商城买电器就是这么放心，手机是正品没激活，快递又快，还带发票，非常满意,2018-02-04 20:24:58,j***科,钻石会员,来自京东iPhone客户端

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,给老婆最后的礼物，很喜欢。,2018-02-04 19:56:51,万***夫,金牌会员,来自京东Android客户端

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,很漂亮的，用着也很好，很不错的,2018-02-04 19:35:32,小***深,钻石会员,来自京东Android客户端

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,挺好的，给媳妇买的。,2018-02-04 19:33:19,空***了,PLUS会员,来自京东Android客户端

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,吉祥如意的大红色，喜庆。,2018-02-04 19:31:00,5***宁,钻石会员,

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,非常不错的手机，价格高有高的好处，手机不用重启都不卡顿,2018-02-04 18:41:06,牵***啊,PLUS会员,来自京东iPhone客户端

